cluster_name,dag_id,no_of_jobs,num_of_workers,worker_machine_type,master_machine_type,total_active_minutes,estimated_cost_eur,TIMER_NAME,TIMER_TIME
cluster-wf-dmr-load-t-03-00-0300,wf_DMR_LOAD_T_03_00,54,40,n2-highcpu-48,n2-highcpu-48,108.33,213.1994,T_03_00_MA,04:00
cluster-wf-dmr-load-t-07-00-0700,wf_DMR_LOAD_T_07_00,40,35,e2-highcpu-32,e2-highcpu-32,113.06,91.1736,T_07_00_RISK_ALARMS,08:00
cluster-wf-load-info-25f3c2ad-0000,wf_LOAD_Infocentro_T_00_00,30,35,e2-highcpu-32,e2-highcpu-32,64.28,51.8316,T_00_00_Host_Alerts,01:00
cluster-wf-dwh-load-t-01-15-0115,wf_DWH_LOAD_T_01_15,29,35,n2-highcpu-48,n2-highcpu-48,70.48,121.7880,Timer_01_15,02:15
cluster-wf-dwh-load-t-05-15-0515,wf_DWH_LOAD_T_05_15,110,33,e2-highcpu-32,e2-highcpu-32,527.23,401.5372,T_05_15_RRHH,06:15
cluster-wf-cro-rc-load-main,wf_CRO_RC_LOAD,31,30,n2d-highcpu-48,n2d-highcpu-48,175.23,239.0160,ZERO_TIMER,00:00
cluster-wf-load-info-0b0b02e5-0645,wf_LOAD_Infocentro_T_06_45,28,30,e2-highcpu-32,e2-highcpu-32,51.02,35.4257,T_06_45_ER,07:45
cluster-wf-dwh-load-940807f2-0435,wf_DWH_LOAD_NMIS_T_04_35__T_04_30,22,27,n2-highcpu-48,n2-highcpu-48,103.75,139.4377,T_4_35,05:35
cluster-wf-dmr-load-t-21-30-2130,wf_DMR_LOAD_T_21_30,85,25,n2d-highcpu-48,n2d-highcpu-48,176.05,201.3995,T_21_30_SG,22:30
cluster-wf-dwh-load-t-21-15-2115,wf_DWH_LOAD_T_21_15,47,25,n2-highcpu-48,n2-highcpu-48,199.01,248.3699,T_21_15_Seguros,22:15
cluster-wf-dwh-load-t-05-00-0500,wf_DWH_LOAD_T_05_00,46,22,n2-highcpu-48,n2-highcpu-48,89.21,98.4828,T_5_00_FDD,06:00
cluster-wf-load-info-b44fa215-0520,wf_LOAD_Infocentro_T_05_20,40,22,n2-highcpu-48,n2-highcpu-48,112.95,124.7017,T_05_20_CG,06:20
cluster-wf-load-info-1e0fd893-0800,wf_LOAD_Infocentro_T_08_00,25,22,n2d-highcpu-48,n2d-highcpu-48,134.60,136.2136,T_08_00_SGR,09:00
cluster-wf-dwh-load-t-22-45-2245,wf_DWH_LOAD_T_22_45,48,20,n2-highcpu-48,n2-highcpu-48,79.36,79.9982,Timer_22_45,23:45
cluster-wf-load-info-ac79fee8-0400,wf_LOAD_Infocentro_T_04_00,47,20,n2d-highcpu-48,n2d-highcpu-48,86.21,79.6626,T_04_00_MJ,05:00
cluster-wf-dmr-load-t-08-00-0800,wf_DMR_LOAD_T_08_00,24,20,e2-highcpu-32,e2-highcpu-32,42.73,20.0983,T_08_00_PD_JCO,09:00
cluster-wf-dwh-load-t-22-30-2230,wf_DWH_LOAD_T_22_30,57,17,n2-highcpu-48,n2-highcpu-48,81.80,70.6790,Timer_22_30,23:30
cluster-wf-dmr-load-t-02-15-0215,wf_DMR_LOAD_T_02_15,56,17,e2-highcpu-32,e2-highcpu-32,165.21,66.6122,T_02_15_PM,03:15
cluster-wf-dwh-load-t-00-00-0000,wf_DWH_LOAD_T_00_00,17,17,n2-highcpu-48,n2-highcpu-48,36.26,31.3294,Timer_00_00,01:00
cluster-wf-load-info-986acbb7-0400,wf_LOAD_Infocentro_T_01_00__T_04_00,42,15,n2-highcpu-48,n2-highcpu-48,74.64,57.3268,T_04_00_AG,05:00
cluster-wf-dwh-load-t-08-15-0815,wf_DWH_LOAD_T_08_15,31,15,n2d-highcpu-48,n2d-highcpu-48,69.02,48.5883,T_08_15_WM,09:15
cluster-wf-dwh-load-t-02-40-0240,wf_DWH_LOAD_T_02_40,37,14,e2-highcpu-32,e2-highcpu-32,59.94,20.1384,T_02_40_NTRK,03:40
cluster-wf-dwh-load-t-22-32-2232,wf_DWH_LOAD_T_22_32,23,14,e2-highcpu-32,e2-highcpu-32,33.86,11.3772,T_22_32,23:32
cluster-wf-dmr-load-t-05-00-0500,wf_DMR_LOAD_T_05_00,223,13,c4-highcpu-32,c4-highcpu-32,1351.68,767.0320,T_05_00_ACT_OUT,06:00
cluster-wf-dwh-load-t-21-01-2101,wf_DWH_LOAD_T_21_01,45,13,n2d-highcpu-48,n2d-highcpu-48,55.37,34.1084,T_21_01,22:01
cluster-wf-load-info-6b956e1c-0330,wf_LOAD_Infocentro_T_03_30,32,13,e2-highcpu-32,e2-highcpu-32,47.99,15.0498,T_03_30_GB_Cartera,04:30
cluster-wf-dwh-load-93e5fa9b-2330,wf_DWH_LOAD_T_21_09__T_23_30,18,12,n2-highcpu-48,n2-highcpu-48,27.02,16.8613,Timer_23_30,00:30
cluster-wf-dwh-load-t-04-25-0425,wf_DWH_LOAD_T_04_25,15,12,c3-highcpu-44,c3-highcpu-44,28.74,19.1772,Timer_4_25_Operaciones,05:25
cluster-wf-load-info-f713283d-0615,wf_LOAD_Infocentro_T_06_15,14,12,n2-highcpu-48,n2-highcpu-48,75.32,46.9998,T_06_15_SE,07:15
cluster-wf-dwh-load-t-06-30-0630,wf_DWH_LOAD_T_06_30,19,10,n2d-highcpu-48,n2d-highcpu-48,34.25,16.5778,Timer_6_30,07:30
cluster-wf-dmr-load-e338500b-2340,wf_DMR_LOAD_T_00_00__T_00_35__T_01_00__T_03_00__T_22_08__T_23_40,18,10,e2-highcpu-32,e2-highcpu-32,17.76,4.3765,T_23_40_UA,00:40
cluster-wf-dmr-load-t-00-45-0045,wf_DMR_LOAD_T_00_45,18,10,n2-highcpu-48,n2-highcpu-48,19.54,10.3170,T_00_45_FP,01:45
cluster-wf-dwh-load-t-06-50-0650,wf_DWH_LOAD_T_06_50,15,10,e2-highcpu-32,e2-highcpu-32,23.68,5.8338,Timer_06_50_CCAA,07:50
cluster-wf-dmr-load-t-23-50-2350,wf_DMR_LOAD_T_23_50,14,10,n2d-highcpu-48,n2d-highcpu-48,23.77,11.5032,T_23_50_FI,00:50
cluster-wf-carga-act-bfbe08c0-main,wf_Carga_ACTIVA_OUTPUT_Intraday,8,10,e2-highcpu-32,e2-highcpu-32,11.18,2.7541,ZERO_TIMER,00:00
cluster-wf-dwh-load-t-03-30-0330,wf_DWH_LOAD_T_03_30,34,9,n2-highcpu-48,n2-highcpu-48,34.33,16.4786,T_03_30_NHub,04:30
cluster-wf-dmr-load-t-05-35-0535,wf_DMR_LOAD_T_05_35,31,9,n2-highcpu-48,n2-highcpu-48,38.26,18.3626,T_05_35_JERARQUIAS,06:35
cluster-wf-dwh-load-20364070-0730,wf_DWH_LOAD_NMIS_T_07_30__T_06_00,21,9,n2-highcpu-48,n2-highcpu-48,111.64,53.5858,T_7_30,08:30
cluster-wf-dmr-load-t-02-10-0210,wf_DMR_LOAD_T_02_10,39,7,e2-highcpu-32,e2-highcpu-32,45.76,8.2004,T_02_10_SFMC,03:10
cluster-wf-dwh-load-t-01-00-0100,wf_DWH_LOAD_T_01_00,36,7,e2-highcpu-32,e2-highcpu-32,51.99,9.3168,T_01_00_GDPR,02:00
cluster-wf-dmr-load-t-08-25-0825,wf_DMR_LOAD_T_08_25,11,7,e2-highcpu-32,e2-highcpu-32,12.74,2.2835,T_08_25_TSD,09:25
cluster-wf-load-info-dc8f22d4-main,wf_LOAD_Infocentro_Intradia,13,6,n2-highcpu-48,n2-highcpu-48,22.83,7.6717,ZERO_TIMER,00:00
cluster-wf-dwh-load-t-02-15-0215,wf_DWH_LOAD_T_02_15,29,5,e2-highcpu-32,e2-highcpu-32,36.71,4.9341,T_02_15_Perfilados_MIFID,03:15
cluster-wf-dwh-load-t-21-04-2104,wf_DWH_LOAD_T_21_04,17,5,e2-highcpu-32,e2-highcpu-32,22.78,3.0619,T_21_04_CESOP_ALL_DL,22:04
cluster-wf-dmr-load-t-00-20-0020,wf_DMR_LOAD_T_00_20,16,5,e2-highcpu-32,e2-highcpu-32,13.07,1.7570,T_00_20_CG,01:20
cluster-wf-dwh-load-t-05-25-0525,wf_DWH_LOAD_T_05_25,12,5,n2-highcpu-48,n2-highcpu-48,14.13,4.0693,T_05_25_FlexiPago,06:25
cluster-wf-dmr-load-03d556e9-2315,wf_DMR_LOAD_T_09_00__T_23_15,11,5,e2-highcpu-32,e2-highcpu-32,9.49,1.2755,T_23_15_TIMELINES,00:15
cluster-wf-dmr-load-t-03-25-0325,wf_DMR_LOAD_T_03_25,11,5,e2-highcpu-32,e2-highcpu-32,9.16,1.2317,T_03_25_GR,04:25
cluster-wf-dwh-load-4b53af6c-0400,wf_DWH_LOAD_T_04_00__T_04_20,11,5,n2-highcpu-48,n2-highcpu-48,14.65,4.2179,Timer_4_00_Contratos,05:00
cluster-wf-dwh-load-85f9116a-0430,wf_DWH_LOAD_NMIS_T_04_30,11,5,e2-highcpu-32,e2-highcpu-32,13.48,1.8124,T_4_30,05:30
cluster-wf-load-info-6c8abf4b-0130,wf_LOAD_Infocentro_T_01_30,11,5,e2-highcpu-32,e2-highcpu-32,10.60,1.4240,T_01_30_TG,02:30
cluster-wf-anonimizacion-load-main,wf_Anonimizacion_LOAD,10,5,e2-highcpu-32,e2-highcpu-32,10.32,1.3876,ZERO_TIMER,00:00
cluster-wf-dmr-load-t-22-00-2200,wf_DMR_LOAD_T_22_00,6,5,e2-highcpu-32,e2-highcpu-32,6.26,0.8415,T_22_00_TRC,23:00
cluster-wf-dwh-load-24b57cb2-0531,wf_DWH_LOAD_NMIS_T_05_30__T_05_31__T_04_00,24,4,n2-highcpu-48,n2-highcpu-48,34.16,8.1984,T_5_31,06:31
cluster-wf-dmr-load-t-01-50-0150,wf_DMR_LOAD_T_01_50,9,4,n2d-highcpu-48,n2d-highcpu-48,8.22,1.8086,T_01_50_VL,02:50
cluster-wf-dmr-load-t-02-45-0245,wf_DMR_LOAD_T_02_45,8,4,e2-highcpu-32,e2-highcpu-32,5.55,0.6214,T_02_45_CVCM,03:45
cluster-wf-dmr-load-t-03-10-0310,wf_DMR_LOAD_T_03_10,9,3,n2d-highcpu-48,n2d-highcpu-48,7.20,1.2671,T_03_10_SE,04:10
cluster-wf-dwh-load-t-05-30-0530,wf_DWH_LOAD_T_05_30,8,3,e2-highcpu-32,e2-highcpu-32,7.54,0.6759,Timer_05_30,06:30
cluster-wf-dmr-load-t-22-05-2205,wf_DMR_LOAD_T_22_05,7,3,n2d-highcpu-48,n2d-highcpu-48,4.71,0.8289,T_22_05_TM,23:05
cluster-wf-dwh-load-t-22-34-2234,wf_DWH_LOAD_T_22_34,6,3,n2d-highcpu-48,n2d-highcpu-48,5.66,0.9966,T_22_34,23:34
cluster-wf-load-info-2c1ad100-0630,wf_LOAD_Infocentro_T_06_30,6,3,e2-highcpu-32,e2-highcpu-32,5.93,0.5316,T_06_30_BT,07:30
cluster-wf-dwh-load-24b57cb2-0530,wf_DWH_LOAD_NMIS_T_05_30__T_05_31__T_04_00,4,3,e2-highcpu-32,e2-highcpu-32,4.97,0.4457,T_5_30,06:30
cluster-wf-dwh-load-t-04-30-0430,wf_DWH_LOAD_T_04_30,4,3,e2-highcpu-32,e2-highcpu-32,4.08,0.3655,T_04_30_APT,05:30
cluster-wf-load-act-99dee7a2-0530,UNKNOWN_DAG_ID,8,2,e2-highcpu-32,e2-highcpu-32,6.92,0.4652,ZERO_TIMER,00:00
cluster-wf-dmr-load-t-23-05-2305,wf_DMR_LOAD_T_23_05,7,2,n2-highcpu-48,n2-highcpu-48,5.52,0.7955,T_23_05_AF,00:05
cluster-wf-dwh-load-t-22-33-2233,wf_DWH_LOAD_T_22_33,7,2,n2-highcpu-48,n2-highcpu-48,6.47,0.9321,T_22_33,23:33
cluster-wf-load-info-96fe38cb-0200,wf_LOAD_Infocentro_T_02_00,7,2,n2d-highcpu-48,n2d-highcpu-48,7.14,0.9419,T_02_00_AF,03:00
cluster-wf-dmr-load-e338500b-0035,wf_DMR_LOAD_T_00_00__T_00_35__T_01_00__T_03_00__T_22_08__T_23_40,6,2,n2d-highcpu-48,n2d-highcpu-48,4.76,0.6282,T_00_35_SC,01:35
cluster-wf-dmr-load-t-07-30-0730,wf_DMR_LOAD_T_07_30,6,2,e2-highcpu-32,e2-highcpu-32,5.04,0.3387,T_07_30_SAS,08:30
cluster-wf-dwh-load-t-21-06-2106,wf_DWH_LOAD_T_21_06,6,2,n2d-highcpu-48,n2d-highcpu-48,5.88,0.7761,T_21_06_DEPOSIT_BOXES_ALL_DL,22:06
cluster-wf-carga-inf-b681b46e-main,wf_Carga_Infocentro_DM_ODIGO_CLIENTES,5,2,e2-highcpu-32,e2-highcpu-32,3.49,0.2344,ZERO_TIMER,00:00
cluster-wf-dmr-load-t-00-30-0030,wf_DMR_LOAD_T_00_30,5,2,e2-highcpu-32,e2-highcpu-32,4.59,0.3087,T_00_30_SF,01:30
cluster-wf-dmr-load-t-02-00-0200,wf_DMR_LOAD_T_02_00,5,2,e2-highcpu-32,e2-highcpu-32,3.32,0.2232,T_02_00_RMS_SUMMIT,03:00
cluster-wf-dwh-load-t-05-20-0520,wf_DWH_LOAD_T_05_20,5,2,n2-highcpu-48,n2-highcpu-48,5.20,0.7493,T_05_20_Bloqueos,06:20
cluster-wf-anonimiza-636bf97f-main,wf_Anonimizacion_Daily_LOAD,4,2,e2-highcpu-32,e2-highcpu-32,3.58,0.2404,ZERO_TIMER,00:00
cluster-wf-carga-con-7cc57cf7-main,wf_Carga_Contratos_Metricas_NMIS,4,2,e2-highcpu-32,e2-highcpu-32,3.10,0.2083,ZERO_TIMER,00:00
cluster-wf-carga-mov-58900747-main,wf_Carga_Movimientos_Cuentas_DM_Complete,4,2,e2-highcpu-32,e2-highcpu-32,4.54,0.3050,ZERO_TIMER,00:00
cluster-wf-dmr-load-t-08-20-0820,wf_DMR_LOAD_T_08_20,4,2,n2d-highcpu-48,n2d-highcpu-48,4.41,0.5823,T_08_20_TIZ,09:20
cluster-wf-dmr-load-t-23-00-2300,wf_DMR_LOAD_T_23_00,4,2,n2d-highcpu-48,n2d-highcpu-48,2.82,0.3728,T_23_00_CTRK,00:00
cluster-wf-dmr-load-t-08-30-0830,wf_DMR_LOAD_T_08_30,3,2,n2-highcpu-32,n2-highcpu-32,2.17,0.2087,T_08_30_Reparto_Garantias,09:30
cluster-wf-dwh-load-24b57cb2-0400,wf_DWH_LOAD_NMIS_T_05_30__T_05_31__T_04_00,3,2,e2-highcpu-32,e2-highcpu-32,3.24,0.2175,Timer_4h,05:00
cluster-wf-dwh-load-t-13-00-1300,wf_DWH_LOAD_T_13_00,3,2,e2-highcpu-32,e2-highcpu-32,2.39,0.1605,Timer_13_00,14:00
cluster-wf-load-act-99dee7a2-0000,UNKNOWN_DAG_ID,3,2,e2-highcpu-32,e2-highcpu-32,2.46,0.1654,ZERO_TIMER,00:00
cluster-wf-load-act-t-04-00-0400,wf_LOAD_ACT_T_04_00,3,2,n2-highcpu-32,n2-highcpu-32,2.25,0.2159,T_04_00,05:00
cluster-wf-carga-ho-intraday-main,wf_Carga_HO_Intraday,2,2,e2-highcpu-32,e2-highcpu-32,1.77,0.1189,ZERO_TIMER,00:00
cluster-wf-cro-d-load-main,wf_CRO_D_LOAD,2,2,e2-highcpu-32,e2-highcpu-32,2.79,0.1875,ZERO_TIMER,00:00
cluster-wf-dwh-load-t-00-30-0030,wf_DWH_LOAD_T_00_30,2,2,n2-highcpu-32,n2-highcpu-32,1.47,0.1407,Timer_00_30,01:30
cluster-wf-load-info-e36b4a33-0830,wf_LOAD_Infocentro_T_08_30,2,2,e2-highcpu-32,e2-highcpu-32,2.42,0.1623,T_08_30_PE,09:30
cluster-wf-dmr-load-425ff947-0130,wf_DMR_LOAD_T_01_30__T_03_15__T_04_25,1,2,n2-highcpu-32,n2-highcpu-32,0.70,0.0674,T_01_30_BPM,02:30
cluster-wf-dmr-load-t-21-50-2150,wf_DMR_LOAD_T_21_50,1,2,e2-highcpu-32,e2-highcpu-32,0.99,0.0663,T_21_50_PD,22:50
cluster-wf-genera-re-3f8fe730-main,wf_Genera_Report_Error,1,2,n2-highcpu-32,n2-highcpu-32,0.59,0.0571,ZERO_TIMER,00:00
